image_id,filename,coordinateX,coordinateY,Tumor,Scanner,Origin,Species,expert1,expert2,expert3,majority
11102.png,307.tiff,3802,4233,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11103.png,307.tiff,4113,4159,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11104.png,307.tiff,4459,4339,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11105.png,307.tiff,3110,4003,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11106.png,307.tiff,3734,4426,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11107.png,307.tiff,3231,4622,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11108.png,307.tiff,5374,4695,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11109.png,307.tiff,5387,4496,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11110.png,307.tiff,5287,4354,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11111.png,307.tiff,5443,4377,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11112.png,307.tiff,5596,4180,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11113.png,307.tiff,5460,4049,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,AMF,AMF
11114.png,307.tiff,5796,3855,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11115.png,307.tiff,4554,4051,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11116.png,307.tiff,4915,4237,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11117.png,307.tiff,4878,3703,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11118.png,307.tiff,4813,3644,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11119.png,307.tiff,5642,3501,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,AMF,NMF
11120.png,307.tiff,4909,3138,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11121.png,307.tiff,5416,3127,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11122.png,307.tiff,4653,2954,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11123.png,307.tiff,5055,2811,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11124.png,307.tiff,5764,2788,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11125.png,307.tiff,5821,2544,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11126.png,307.tiff,5334,2263,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11127.png,307.tiff,4744,1979,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,NMF,AMF
11128.png,307.tiff,4836,2156,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11129.png,307.tiff,5541,1846,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11130.png,307.tiff,5288,1450,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11131.png,307.tiff,5759,1341,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11132.png,307.tiff,5760,1212,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11133.png,307.tiff,4848,1587,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11134.png,307.tiff,4636,1639,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11135.png,307.tiff,4536,1369,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11136.png,307.tiff,4535,997,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11137.png,307.tiff,4605,888,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11138.png,307.tiff,4516,663,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11139.png,307.tiff,4980,558,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11140.png,307.tiff,5138,526,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11141.png,307.tiff,4988,804,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11142.png,307.tiff,5143,812,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11143.png,307.tiff,5341,755,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11144.png,307.tiff,5876,1012,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11145.png,307.tiff,5875,264,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11146.png,307.tiff,5558,274,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11147.png,307.tiff,5670,202,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,NMF,AMF
11148.png,307.tiff,6173,108,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11149.png,307.tiff,5890,98,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF
11150.png,307.tiff,6282,234,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11151.png,307.tiff,6440,448,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11152.png,307.tiff,6221,424,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11153.png,307.tiff,6123,846,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11154.png,307.tiff,5953,1762,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11155.png,307.tiff,6045,1641,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11156.png,307.tiff,6241,1862,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,NMF,NMF
11157.png,307.tiff,6331,2395,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11158.png,307.tiff,6022,2235,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11159.png,307.tiff,5972,2660,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11160.png,307.tiff,6292,3174,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11161.png,307.tiff,5988,3137,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11162.png,307.tiff,6179,4075,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11163.png,307.tiff,5907,4446,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11164.png,307.tiff,5311,1681,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,NMF,NMF
11165.png,307.tiff,2248,2180,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11166.png,307.tiff,3722,4676,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
11167.png,307.tiff,3659,1483,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11168.png,317.tiff,4739,3368,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11169.png,317.tiff,5074,2298,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11170.png,317.tiff,4972,2128,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11171.png,317.tiff,2480,3292,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11172.png,319.tiff,2667,129,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11173.png,319.tiff,2748,87,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11174.png,319.tiff,3938,163,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,NMF,NMF
11175.png,319.tiff,4080,1403,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,AMF,AMF
11176.png,319.tiff,2634,1992,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11177.png,319.tiff,1947,1884,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,AMF,AMF
11178.png,319.tiff,1892,3859,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11179.png,319.tiff,3345,3371,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11180.png,319.tiff,61,4416,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11181.png,319.tiff,5058,1034,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11182.png,328.tiff,1186,19,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11183.png,328.tiff,1509,184,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11184.png,328.tiff,806,370,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,AMF,AMF
11185.png,328.tiff,445,81,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11186.png,328.tiff,713,102,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11187.png,328.tiff,305,495,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,NMF,NMF
11188.png,328.tiff,1114,860,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11189.png,328.tiff,857,1028,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11190.png,328.tiff,369,1110,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11191.png,328.tiff,1582,1713,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11192.png,328.tiff,1208,2154,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11193.png,328.tiff,1531,2507,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11194.png,328.tiff,1569,2934,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11195.png,328.tiff,557,2823,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11196.png,328.tiff,943,2885,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11197.png,328.tiff,342,2704,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,AMF,AMF
11198.png,328.tiff,355,2629,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11199.png,328.tiff,139,3090,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11200.png,328.tiff,455,3325,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11201.png,328.tiff,686,3568,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11202.png,328.tiff,758,3607,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,AMF,AMF
11203.png,328.tiff,716,3506,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11204.png,328.tiff,1671,3295,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11205.png,328.tiff,1541,3819,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11206.png,328.tiff,1342,4218,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11207.png,328.tiff,888,4255,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,NMF,NMF
11208.png,328.tiff,126,4485,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11209.png,328.tiff,2047,4445,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11210.png,328.tiff,2146,4413,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11211.png,328.tiff,2597,4497,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,NMF,AMF
11212.png,328.tiff,3110,4199,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11213.png,328.tiff,2959,4308,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
11214.png,328.tiff,2674,3587,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11215.png,328.tiff,2514,3681,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11216.png,328.tiff,2440,3792,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11217.png,328.tiff,2561,3864,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11218.png,328.tiff,2452,4110,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,NMF,NMF
11219.png,328.tiff,2404,2718,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11220.png,328.tiff,2651,3293,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11221.png,328.tiff,1844,2668,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11222.png,328.tiff,1967,3309,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11223.png,328.tiff,2390,2579,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11224.png,328.tiff,2611,2180,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11225.png,328.tiff,2322,2056,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF
11226.png,328.tiff,2880,1822,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11227.png,328.tiff,3165,1877,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11228.png,328.tiff,2589,1296,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11229.png,328.tiff,3159,1340,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,NMF,NMF
11230.png,328.tiff,1743,1322,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
11231.png,328.tiff,1922,977,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,AMF,NMF
11232.png,328.tiff,2112,1063,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11233.png,328.tiff,2339,1141,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11234.png,328.tiff,3189,835,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11235.png,328.tiff,2916,738,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11236.png,328.tiff,2557,340,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,AMF,AMF
11237.png,328.tiff,1987,319,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11238.png,328.tiff,3291,504,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11239.png,328.tiff,3068,196,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11240.png,328.tiff,3152,67,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11241.png,328.tiff,2778,61,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11242.png,328.tiff,4519,360,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11243.png,328.tiff,4613,374,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11244.png,328.tiff,4703,296,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11245.png,328.tiff,4639,703,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,AMF,NMF
11246.png,328.tiff,3241,1336,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11247.png,328.tiff,3409,1384,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11248.png,328.tiff,3556,1158,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11249.png,328.tiff,3376,1107,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11250.png,328.tiff,4051,1130,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11251.png,328.tiff,3645,2251,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11252.png,328.tiff,3759,2377,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11253.png,328.tiff,4295,1890,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11254.png,328.tiff,4348,1991,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11255.png,328.tiff,4456,2046,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11256.png,328.tiff,4753,1865,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11257.png,328.tiff,4419,2269,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11258.png,328.tiff,4385,2348,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11259.png,328.tiff,4572,2475,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11260.png,328.tiff,3420,2764,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11261.png,328.tiff,3528,2584,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11262.png,328.tiff,3566,2800,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11263.png,328.tiff,3852,3233,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,NMF,AMF
11264.png,328.tiff,3943,2709,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11265.png,328.tiff,4567,3055,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11266.png,328.tiff,3643,3340,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,NMF,NMF
11267.png,328.tiff,4048,3508,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11268.png,328.tiff,3699,3903,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11269.png,328.tiff,3775,4636,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11270.png,328.tiff,4008,4296,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11271.png,328.tiff,4040,4047,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11272.png,328.tiff,4015,3992,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11273.png,328.tiff,4329,4671,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11274.png,328.tiff,4346,4574,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11275.png,328.tiff,4820,4037,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,AMF,AMF
11276.png,328.tiff,4635,4472,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11277.png,328.tiff,5041,4791,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11278.png,328.tiff,5717,4731,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
11279.png,328.tiff,5804,4582,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11280.png,328.tiff,5890,4751,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
11281.png,328.tiff,5011,3789,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11282.png,328.tiff,5047,3436,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11283.png,328.tiff,5126,3320,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11284.png,328.tiff,5067,3101,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11285.png,328.tiff,5037,3679,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,AMF,AMF
11286.png,328.tiff,4917,3701,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11287.png,328.tiff,6018,3470,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11288.png,328.tiff,5979,3530,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF
11289.png,328.tiff,5125,2980,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11290.png,328.tiff,4862,2259,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11291.png,328.tiff,4908,2379,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11292.png,328.tiff,4773,2304,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11293.png,328.tiff,6205,1839,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11294.png,328.tiff,6046,1616,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11295.png,328.tiff,4863,1775,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11296.png,328.tiff,4569,1437,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
11297.png,328.tiff,5696,1025,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
11298.png,328.tiff,6057,396,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11299.png,328.tiff,5516,427,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11300.png,328.tiff,3199,634,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,AMF,NMF
11301.png,328.tiff,5840,186,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11302.png,328.tiff,3005,1370,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11303.png,328.tiff,3451,1846,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
11304.png,328.tiff,5443,2633,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11305.png,328.tiff,6011,2969,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11306.png,328.tiff,1719,3686,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11307.png,328.tiff,5624,3401,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11308.png,328.tiff,4495,3543,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,AMF,AMF
11309.png,328.tiff,2423,2781,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
11310.png,328.tiff,1700,4345,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF
