image_id,filename,coordinateX,coordinateY,Tumor,Scanner,Origin,Species,expert1,expert2,expert3,majority,source_csv_image_id,image_id_for_processing,image_path,final_label,numeric_label
8950.png,087.tiff,764,168,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8950.png,8950.png,data/raw/images/8950.png,NMF,0
8951.png,087.tiff,821,688,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8951.png,8951.png,data/raw/images/8951.png,NMF,0
8952.png,087.tiff,4998,1286,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8952.png,8952.png,data/raw/images/8952.png,NMF,0
8953.png,087.tiff,358,1847,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8953.png,8953.png,data/raw/images/8953.png,NMF,0
8954.png,087.tiff,633,2108,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8954.png,8954.png,data/raw/images/8954.png,NMF,0
8955.png,087.tiff,4099,2171,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8955.png,8955.png,data/raw/images/8955.png,NMF,0
8956.png,087.tiff,6213,2163,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,8956.png,8956.png,data/raw/images/8956.png,AMF,1
8957.png,087.tiff,6349,1672,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8957.png,8957.png,data/raw/images/8957.png,NMF,0
8958.png,087.tiff,4055,4866,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8958.png,8958.png,data/raw/images/8958.png,NMF,0
8959.png,087.tiff,4100,4753,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,8959.png,8959.png,data/raw/images/8959.png,AMF,1
8960.png,088.tiff,1212,2184,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,8960.png,8960.png,data/raw/images/8960.png,AMF,1
8961.png,088.tiff,1447,2077,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8961.png,8961.png,data/raw/images/8961.png,NMF,0
8962.png,088.tiff,4051,1729,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8962.png,8962.png,data/raw/images/8962.png,NMF,0
8963.png,089.tiff,2122,5042,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,8963.png,8963.png,data/raw/images/8963.png,AMF,1
8964.png,090.tiff,1010,1767,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8964.png,8964.png,data/raw/images/8964.png,NMF,0
8965.png,090.tiff,3163,2014,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8965.png,8965.png,data/raw/images/8965.png,NMF,0
8966.png,090.tiff,5571,1773,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8966.png,8966.png,data/raw/images/8966.png,NMF,0
8967.png,090.tiff,407,2702,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,NMF,AMF,AMF,8967.png,8967.png,data/raw/images/8967.png,AMF,1
8968.png,090.tiff,4874,3022,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8968.png,8968.png,data/raw/images/8968.png,NMF,0
8969.png,090.tiff,6868,2549,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,AMF,NMF,8969.png,8969.png,data/raw/images/8969.png,NMF,0
8970.png,090.tiff,3381,3277,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8970.png,8970.png,data/raw/images/8970.png,NMF,0
8971.png,090.tiff,4158,3974,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8971.png,8971.png,data/raw/images/8971.png,NMF,0
8972.png,090.tiff,6478,2687,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8972.png,8972.png,data/raw/images/8972.png,NMF,0
8973.png,091.tiff,1398,404,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,8973.png,8973.png,data/raw/images/8973.png,AMF,1
8974.png,091.tiff,1346,270,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8974.png,8974.png,data/raw/images/8974.png,NMF,0
8975.png,091.tiff,508,946,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8975.png,8975.png,data/raw/images/8975.png,NMF,0
8976.png,091.tiff,2786,1634,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8976.png,8976.png,data/raw/images/8976.png,NMF,0
8977.png,091.tiff,5236,3588,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8977.png,8977.png,data/raw/images/8977.png,NMF,0
8978.png,092.tiff,2890,778,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,NMF,NMF,8978.png,8978.png,data/raw/images/8978.png,NMF,0
8980.png,092.tiff,2058,1029,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8980.png,8980.png,data/raw/images/8980.png,NMF,0
8981.png,092.tiff,2601,910,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,8981.png,8981.png,data/raw/images/8981.png,AMF,1
8982.png,092.tiff,2959,1363,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8982.png,8982.png,data/raw/images/8982.png,NMF,0
8983.png,092.tiff,3366,1305,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8983.png,8983.png,data/raw/images/8983.png,NMF,0
8984.png,092.tiff,4089,2828,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8984.png,8984.png,data/raw/images/8984.png,NMF,0
8985.png,092.tiff,3281,3724,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8985.png,8985.png,data/raw/images/8985.png,NMF,0
8986.png,092.tiff,4757,3700,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8986.png,8986.png,data/raw/images/8986.png,NMF,0
8987.png,092.tiff,4870,3985,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8987.png,8987.png,data/raw/images/8987.png,NMF,0
8988.png,092.tiff,2199,5225,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8988.png,8988.png,data/raw/images/8988.png,NMF,0
8989.png,092.tiff,4201,4829,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8989.png,8989.png,data/raw/images/8989.png,NMF,0
8990.png,093.tiff,4004,81,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,8990.png,8990.png,data/raw/images/8990.png,AMF,1
8991.png,093.tiff,1265,3705,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8991.png,8991.png,data/raw/images/8991.png,NMF,0
8992.png,093.tiff,3804,4453,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8992.png,8992.png,data/raw/images/8992.png,NMF,0
8993.png,093.tiff,3312,3965,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8993.png,8993.png,data/raw/images/8993.png,NMF,0
8995.png,093.tiff,6522,4939,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8995.png,8995.png,data/raw/images/8995.png,NMF,0
8996.png,094.tiff,1336,928,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8996.png,8996.png,data/raw/images/8996.png,NMF,0
8997.png,094.tiff,1174,755,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8997.png,8997.png,data/raw/images/8997.png,NMF,0
8998.png,094.tiff,807,897,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8998.png,8998.png,data/raw/images/8998.png,NMF,0
8999.png,094.tiff,504,736,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8999.png,8999.png,data/raw/images/8999.png,NMF,0
9000.png,094.tiff,498,679,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9000.png,9000.png,data/raw/images/9000.png,NMF,0
9001.png,094.tiff,269,694,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9001.png,9001.png,data/raw/images/9001.png,NMF,0
9002.png,094.tiff,224,862,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9002.png,9002.png,data/raw/images/9002.png,NMF,0
9003.png,094.tiff,4833,708,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9003.png,9003.png,data/raw/images/9003.png,AMF,1
9004.png,094.tiff,4897,819,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9004.png,9004.png,data/raw/images/9004.png,NMF,0
9005.png,094.tiff,5421,405,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9005.png,9005.png,data/raw/images/9005.png,AMF,1
9006.png,094.tiff,5718,745,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9006.png,9006.png,data/raw/images/9006.png,NMF,0
9007.png,094.tiff,893,1518,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9007.png,9007.png,data/raw/images/9007.png,NMF,0
9008.png,094.tiff,2412,1311,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9008.png,9008.png,data/raw/images/9008.png,NMF,0
9009.png,094.tiff,2641,1593,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9009.png,9009.png,data/raw/images/9009.png,NMF,0
9010.png,094.tiff,3252,1462,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9010.png,9010.png,data/raw/images/9010.png,NMF,0
9011.png,094.tiff,3859,1143,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9011.png,9011.png,data/raw/images/9011.png,NMF,0
9012.png,094.tiff,5346,965,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9012.png,9012.png,data/raw/images/9012.png,NMF,0
9013.png,094.tiff,5499,1189,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9013.png,9013.png,data/raw/images/9013.png,NMF,0
9014.png,094.tiff,5560,1178,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9014.png,9014.png,data/raw/images/9014.png,NMF,0
9015.png,094.tiff,5687,1221,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9015.png,9015.png,data/raw/images/9015.png,NMF,0
9016.png,094.tiff,5754,1254,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9016.png,9016.png,data/raw/images/9016.png,NMF,0
9017.png,094.tiff,6275,1264,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9017.png,9017.png,data/raw/images/9017.png,NMF,0
9018.png,094.tiff,6088,851,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,9018.png,9018.png,data/raw/images/9018.png,AMF,1
9019.png,094.tiff,1555,2005,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,NMF,NMF,9019.png,9019.png,data/raw/images/9019.png,NMF,0
9020.png,094.tiff,2051,1782,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9020.png,9020.png,data/raw/images/9020.png,AMF,1
9021.png,094.tiff,3360,1797,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9021.png,9021.png,data/raw/images/9021.png,NMF,0
9022.png,094.tiff,3405,1714,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9022.png,9022.png,data/raw/images/9022.png,NMF,0
9023.png,094.tiff,3865,1763,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9023.png,9023.png,data/raw/images/9023.png,NMF,0
9024.png,094.tiff,3997,1727,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9024.png,9024.png,data/raw/images/9024.png,NMF,0
9025.png,094.tiff,4123,1909,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9025.png,9025.png,data/raw/images/9025.png,NMF,0
9026.png,094.tiff,4186,2213,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,9026.png,9026.png,data/raw/images/9026.png,AMF,1
9027.png,094.tiff,5709,2201,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9027.png,9027.png,data/raw/images/9027.png,AMF,1
9028.png,094.tiff,5517,1828,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9028.png,9028.png,data/raw/images/9028.png,NMF,0
9029.png,094.tiff,4860,2092,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9029.png,9029.png,data/raw/images/9029.png,NMF,0
9030.png,094.tiff,4600,1732,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9030.png,9030.png,data/raw/images/9030.png,NMF,0
9031.png,094.tiff,4809,2126,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9031.png,9031.png,data/raw/images/9031.png,NMF,0
9032.png,094.tiff,6455,1955,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9032.png,9032.png,data/raw/images/9032.png,NMF,0
9033.png,094.tiff,6842,2186,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9033.png,9033.png,data/raw/images/9033.png,NMF,0
9034.png,094.tiff,6177,1860,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9034.png,9034.png,data/raw/images/9034.png,NMF,0
9035.png,094.tiff,1146,2415,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9035.png,9035.png,data/raw/images/9035.png,NMF,0
9036.png,094.tiff,122,3118,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9036.png,9036.png,data/raw/images/9036.png,NMF,0
9037.png,094.tiff,2382,2838,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9037.png,9037.png,data/raw/images/9037.png,NMF,0
9038.png,094.tiff,2676,2835,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,NMF,AMF,AMF,9038.png,9038.png,data/raw/images/9038.png,AMF,1
9039.png,094.tiff,2795,2760,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9039.png,9039.png,data/raw/images/9039.png,NMF,0
9040.png,094.tiff,4768,2695,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9040.png,9040.png,data/raw/images/9040.png,NMF,0
9041.png,094.tiff,6101,2773,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9041.png,9041.png,data/raw/images/9041.png,NMF,0
9042.png,094.tiff,6748,3073,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9042.png,9042.png,data/raw/images/9042.png,NMF,0
9043.png,094.tiff,6884,2795,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9043.png,9043.png,data/raw/images/9043.png,NMF,0
9044.png,094.tiff,5852,2591,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9044.png,9044.png,data/raw/images/9044.png,NMF,0
9045.png,094.tiff,178,3672,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9045.png,9045.png,data/raw/images/9045.png,AMF,1
9046.png,094.tiff,704,3484,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9046.png,9046.png,data/raw/images/9046.png,NMF,0
9047.png,094.tiff,1733,3858,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9047.png,9047.png,data/raw/images/9047.png,NMF,0
9048.png,094.tiff,1667,3723,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9048.png,9048.png,data/raw/images/9048.png,NMF,0
9049.png,094.tiff,2557,3809,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9049.png,9049.png,data/raw/images/9049.png,AMF,1
9050.png,094.tiff,2587,4014,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9050.png,9050.png,data/raw/images/9050.png,AMF,1
9051.png,094.tiff,1633,3985,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9051.png,9051.png,data/raw/images/9051.png,NMF,0
9052.png,094.tiff,3334,3293,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9052.png,9052.png,data/raw/images/9052.png,NMF,0
9053.png,094.tiff,3703,3242,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,NMF,NMF,9053.png,9053.png,data/raw/images/9053.png,NMF,0
9054.png,094.tiff,3636,3599,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,9054.png,9054.png,data/raw/images/9054.png,AMF,1
9055.png,094.tiff,5793,3474,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9055.png,9055.png,data/raw/images/9055.png,NMF,0
9056.png,094.tiff,4624,3862,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,NMF,NMF,9056.png,9056.png,data/raw/images/9056.png,NMF,0
9057.png,094.tiff,6073,3476,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,9057.png,9057.png,data/raw/images/9057.png,AMF,1
9058.png,094.tiff,5921,3647,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,9058.png,9058.png,data/raw/images/9058.png,AMF,1
9059.png,094.tiff,6994,3402,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9059.png,9059.png,data/raw/images/9059.png,NMF,0
9060.png,094.tiff,289,4130,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9060.png,9060.png,data/raw/images/9060.png,NMF,0
9061.png,094.tiff,2191,4399,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9061.png,9061.png,data/raw/images/9061.png,NMF,0
9062.png,094.tiff,3118,4635,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9062.png,9062.png,data/raw/images/9062.png,NMF,0
9063.png,094.tiff,3863,4400,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9063.png,9063.png,data/raw/images/9063.png,NMF,0
9064.png,094.tiff,4763,4388,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9064.png,9064.png,data/raw/images/9064.png,NMF,0
9065.png,094.tiff,5804,4209,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9065.png,9065.png,data/raw/images/9065.png,NMF,0
9066.png,094.tiff,5272,3918,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9066.png,9066.png,data/raw/images/9066.png,NMF,0
9067.png,094.tiff,5142,3969,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9067.png,9067.png,data/raw/images/9067.png,NMF,0
9068.png,094.tiff,1611,4995,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9068.png,9068.png,data/raw/images/9068.png,NMF,0
9069.png,094.tiff,3959,5051,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9069.png,9069.png,data/raw/images/9069.png,NMF,0
9070.png,094.tiff,5018,5028,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9070.png,9070.png,data/raw/images/9070.png,NMF,0
9071.png,094.tiff,5184,5048,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,AMF,NMF,9071.png,9071.png,data/raw/images/9071.png,NMF,0
9072.png,094.tiff,5378,4825,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9072.png,9072.png,data/raw/images/9072.png,NMF,0
9073.png,094.tiff,5443,4759,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9073.png,9073.png,data/raw/images/9073.png,NMF,0
9074.png,094.tiff,1665,579,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9074.png,9074.png,data/raw/images/9074.png,NMF,0
9075.png,094.tiff,4157,2553,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,9075.png,9075.png,data/raw/images/9075.png,AMF,1
9076.png,094.tiff,6160,2134,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9076.png,9076.png,data/raw/images/9076.png,NMF,0
9077.png,094.tiff,3326,3053,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9077.png,9077.png,data/raw/images/9077.png,AMF,1
9078.png,095.tiff,1916,4475,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9078.png,9078.png,data/raw/images/9078.png,NMF,0
9079.png,096.tiff,1380,1046,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9079.png,9079.png,data/raw/images/9079.png,NMF,0
9080.png,096.tiff,3237,2388,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9080.png,9080.png,data/raw/images/9080.png,NMF,0
9081.png,096.tiff,3699,2867,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9081.png,9081.png,data/raw/images/9081.png,NMF,0
9082.png,096.tiff,324,3648,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9082.png,9082.png,data/raw/images/9082.png,NMF,0
9083.png,096.tiff,721,4328,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9083.png,9083.png,data/raw/images/9083.png,NMF,0
9084.png,096.tiff,2972,5158,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9084.png,9084.png,data/raw/images/9084.png,NMF,0
9085.png,097.tiff,5797,372,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9085.png,9085.png,data/raw/images/9085.png,AMF,1
9086.png,097.tiff,6536,5190,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9086.png,9086.png,data/raw/images/9086.png,AMF,1
9087.png,097.tiff,6659,4942,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,9087.png,9087.png,data/raw/images/9087.png,AMF,1
9088.png,098.tiff,4048,2815,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9088.png,9088.png,data/raw/images/9088.png,NMF,0
9089.png,098.tiff,329,3536,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,9089.png,9089.png,data/raw/images/9089.png,AMF,1
9090.png,098.tiff,6568,3685,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9090.png,9090.png,data/raw/images/9090.png,NMF,0
9091.png,098.tiff,6667,3664,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9091.png,9091.png,data/raw/images/9091.png,NMF,0
9092.png,098.tiff,5369,3961,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9092.png,9092.png,data/raw/images/9092.png,NMF,0
9093.png,098.tiff,6669,4306,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9093.png,9093.png,data/raw/images/9093.png,NMF,0
9094.png,098.tiff,4595,4775,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9094.png,9094.png,data/raw/images/9094.png,NMF,0
9095.png,098.tiff,4735,2934,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9095.png,9095.png,data/raw/images/9095.png,AMF,1
9096.png,098.tiff,5290,4259,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,AMF,NMF,9096.png,9096.png,data/raw/images/9096.png,NMF,0
9097.png,099.tiff,3104,2989,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,9097.png,9097.png,data/raw/images/9097.png,AMF,1
9098.png,099.tiff,3658,2005,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9098.png,9098.png,data/raw/images/9098.png,NMF,0
9099.png,100.tiff,2579,531,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9099.png,9099.png,data/raw/images/9099.png,NMF,0
9100.png,100.tiff,3889,729,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9100.png,9100.png,data/raw/images/9100.png,NMF,0
9101.png,100.tiff,230,1386,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9101.png,9101.png,data/raw/images/9101.png,NMF,0
9102.png,100.tiff,179,1377,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9102.png,9102.png,data/raw/images/9102.png,NMF,0
9104.png,100.tiff,2277,1670,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,NMF,AMF,AMF,9104.png,9104.png,data/raw/images/9104.png,AMF,1
9105.png,100.tiff,2784,1755,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9105.png,9105.png,data/raw/images/9105.png,NMF,0
9106.png,100.tiff,2343,1601,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9106.png,9106.png,data/raw/images/9106.png,AMF,1
9107.png,100.tiff,148,1635,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9107.png,9107.png,data/raw/images/9107.png,NMF,0
